bout_id,date,red_fighter_id,red_fighter,blue_fighter_id,blue_fighter,red_prior_ufc_fights,blue_prior_ufc_fights,cohort_split,included,exclusion_reason
0810cdbeb9dd4d02,2023-04-08,0a73acff6325c1e2,Shayilan Nuerdanbieke,97cf1a2c7c5e7889,Steve Garcia,4,4,development,True,
3165b03ddc6d3b6e,2023-04-08,3a46b268013afede,Kevin Holland,6d1bffff14897645,Santiago Ponzinibbio,17,16,development,True,
678d27af287476f8,2023-04-08,05339613bf8e9808,Rob Font,0232cabbc30a2372,Adrian Yanez,14,5,development,True,
71ea7d7985dad804,2023-04-08,23024fdfc966410a,Gilbert Burns,47b9e0e7703a4868,Jorge Masvidal,19,21,development,True,
780147f2ed2637d1,2023-04-08,98215d037be5bcb7,Cynthia Calvillo,8e5d953bdb9ae5e7,Loopy Godinez,12,6,development,True,
95349402616097cd,2023-04-08,eb04b9d31e938edb,Michelle Waterson-Gomez,a3a542074109b347,Luana Pinheiro,12,2,development,True,
bbc76ff9e1b1b142,2023-04-08,5442f1bc4b47eaf3,Chris Curtis,8c0580d4fff106c1,Kelvin Gastelum,5,20,development,True,
d7022b6058dbb26b,2023-04-08,e4a47b07044ddd72,Ignacio Bahamondes,cfc3e7bb44685289,Trey Ogden,3,2,development,True,
50e675146cda6e7c,2023-04-15,4ba8d454f762005d,Zak Cummings,06f36cf4bd97ec77,Ed Herman,13,25,development,True,
6049301b4deea035,2023-04-15,150ff4cc642270b9,Max Holloway,040a74bb0a465c54,Arnold Allen,26,10,development,True,
68c1b833ed8849a3,2023-04-15,38c7f72747f4f712,Gillian Robertson,e375cb5caf4717b6,Piera Rodriguez,13,2,development,True,
792f139c2b9fd294,2023-04-15,e4277e87a789d687,Dustin Jacoby,e90a2f22417af68e,Azamat Murzakanov,10,2,development,True,
83c81018bb3aeebf,2023-04-15,64a50dad704d1d49,Edson Barboza,aa171d55d4b5208f,Billy Quarantillo,27,7,development,True,
8b2b2562884821a7,2023-04-15,f9ab66e67240db7b,Joselyne Edwards,3cf66c62d9069f43,Lucie Pudilova,5,8,development,True,
995e79b951da945b,2023-04-15,04c8b08b16a5b99e,Tanner Boser,cd13728ae1151f46,Ion Cutelaba,8,14,development,True,
b01e6e97d66681c5,2023-04-15,9abc648e76c4493a,Bill Algeo,d31cbcdd7d69536d,TJ Brown,6,6,development,True,
bbde45b2c766bb67,2023-04-15,6e15f63b6c2e2c15,Brandon Royval,1a31ef98efce7a79,Matheus Nicolau,6,8,development,True,
bdbddbc00d07dc4b,2023-04-15,c47df9303d318c67,Clay Guida,e132d47bd9efbbe0,Rafa Garcia,34,6,development,True,
d856812dc733690a,2023-04-15,6bd02119599741a4,Pedro Munhoz,45f0cc9d18f35137,Chris Gutierrez,18,9,development,True,
01aa5949ac6851f3,2023-04-22,351c4ec637380ad5,Karol Rosa,d3f5d33d61cd00c9,Norma Dumont,6,6,development,True,
034cbbec91f67852,2023-04-22,94527830000ab715,Rani Yahya,cc1a8b4b38b92c6d,Montel Jackson,19,8,development,True,
06d9fb9c995f1e4f,2023-04-22,d66a46de8d705353,Jeremiah Wells,4aa58269d0664b5b,Matthew Semelsberger,3,7,development,True,
16628e25a043043a,2023-04-22,814ff3018127e8fc,Ricky Glenn,de45aaae23dfa392,Christos Giagos,8,11,development,True,
277233ca9ea25674,2023-04-22,7af33fc4435017f1,Brady Hiestand,3b0a516d2921e0d6,Batgerel Danaa,2,6,development,True,
856468ba24a37fcc,2023-04-22,f14cf73e51b29254,Sergei Pavlovich,fa6796c55d6c5440,Curtis Blaydes,6,16,development,True,
d00d5ef4ae0ac01b,2023-04-22,0c6d9ea8306c029e,Brad Tavares,12ebd7d157e91701,Bruno Silva,21,5,development,True,
2b1ac5d8f98639bf,2023-04-29,efb96bf3e9ada36f,Song Yadong,5987b2458f4b5290,Ricky Simon,11,10,development,True,
37ae5c09d6f03f33,2023-04-29,260e9e0d4954aea6,Rodolfo Vieira,f14f644d41ade29f,Cody Brundage,5,4,development,True,
5d11b618f24082dd,2023-04-29,8eb046f83e82bf26,Martin Buday,92fa1401b7927da3,Jake Collier,2,12,development,True,
8dbfbd8f8bd0f00b,2023-04-29,ab943cd2c3c17825,Marcos Rogerio de Lima,fc08099550072fe4,Waldo Cortes-Acosta,15,2,development,True,
ca63933f8c898fa2,2023-04-29,7f6ed67d3ed3c036,Cody Durden,814e5233e2acf2ee,Charles Johnson,6,4,development,True,
ecec1b0dd64ca2ae,2023-04-29,4126a78111c0855a,Caio Borralho,0d65c432720accb9,Michal Oleksiejczuk,3,10,development,True,
0c6e3c1f03cd4061,2023-05-06,242d36d241b43c12,Kron Gracie,f1d64ae34e088832,Charles Jourdain,2,10,development,True,
11a5a852313d1f5b,2023-05-06,6a1901c62ab3870f,Jessica Andrade,c41d426cc7326d1b,Yan Xiaonan,23,9,development,True,
3f8b4aeb3baf4724,2023-05-06,519e4fe37ce9ff75,Drew Dober,dccb63727f2f5f74,Matt Frevola,20,8,development,True,
5f44d6d9e6bbecff,2023-05-06,cd2c4d30c6e13b47,Marina Rodriguez,7dda2cf308f24a02,Virna Jandiroba,10,7,development,True,
c3ca708aaf4262a7,2023-05-06,8667caa0451d245b,Kennedy Nzechukwu,cc7040fe76f0ef91,Devin Clark,8,15,development,True,
e3aad51099a23ba4,2023-05-06,cb696ebfb6598724,Aljamain Sterling,056c493bbd76a918,Henry Cejudo,17,12,development,True,
ed707998b13d0101,2023-05-06,b1b0729d27936f2f,Belal Muhammad,23024fdfc966410a,Gilbert Burns,17,20,development,True,
14e689e60419d469,2023-05-13,bf7ad5628363eec9,Cody Stamann,3a314d9fa7c6825d,Douglas Silva de Andrade,12,11,development,True,
6ca856d1950d8f7f,2023-05-13,a20f234df70f2182,Ji Yeon Kim,297a2b35444c245b,Mandy Bohm,9,2,development,True,
755202fce24b8f83,2023-05-13,2cd428e9606856fd,Jairzinho Rozenstruik,41e83a89929d1327,Jailton Almeida,11,4,development,True,
81fda78adcaedbc7,2023-05-13,f626118b6da0e020,Bryan Battle,5eb50529a8418b77,Gabe Green,4,4,development,True,
838a022ca5d99cc1,2023-05-13,4b47e71384a9522f,Tim Means,cdb96af67d096b1e,Alex Morono,26,17,development,True,
b0f4c7788782e26e,2023-05-13,8a1f3b5c526cd6e6,Daniel Rodriguez,442c9011034ae1fd,Ian Machado Garry,9,4,development,True,
c501576b8ec35758,2023-05-13,d4c9dcd330403612,Anthony Smith,c21f26bbde777573,Johnny Walker,18,10,development,True,
dae2484418631ff5,2023-05-13,9014c02eff8b3d62,Carlos Ulberg,260bd4cef10b033f,Ihor Potieria,4,2,development,True,
f2ced83baf0457fc,2023-05-13,31123249b0bbf52e,Matt Brown,523fa774700d7d3f,Court McGee,29,20,development,True,
12683e06369d1a83,2023-05-20,f53d4f21d1b5f2dc,Diego Ferreira,511e82663651438d,Michael Johnson,13,27,development,True,
33007109c9ca1ede,2023-05-20,d7c3816669784109,Karolina Kowalkiewicz,2c483cf443f38ece,Vanessa Demopoulos,14,4,development,True,
3638ee66c7d34fe0,2023-05-20,4144798612ef96e5,Edmen Shahbazyan,093e1f5bb73850be,Anthony Hernandez,8,6,development,True,
49bd9a2f1fbebd1f,2023-05-20,8c1ca54b5089d199,Maheshate,19c591115a58982c,Viacheslav Borshchev,2,3,development,True,
73700c8c5107f719,2023-05-20,33efaf2d0941cfcf,Andre Fialho,b9437600497350f3,Joaquin Buckley,5,9,development,True,
744cbe6e49d4f41c,2023-05-20,262d32ebda89efc4,Natalia Silva,9dedfdd91070ddd8,Victoria Leonardo,2,3,development,True,
924f982f0d9d2142,2023-05-20,02f8fedc18cbd26c,Emily Ducote,8e5d953bdb9ae5e7,Loopy Godinez,2,7,development,True,
cb9654746447b934,2023-05-20,7447e9f28508106a,Mackenzie Dern,f0feeb2192937424,Angela Hill,10,22,development,True,
fb70b62915fdcec6,2023-05-20,e9a3aeb207578eea,Ilir Latifi,d31a5546c0e9b213,Rodrigo Nascimento,15,4,development,True,
5459c3bb88d031f9,2023-06-03,3738e68d2261e60f,Andrei Arlovski,1a9480fc288e55d7,Don'Tale Mayes,39,6,development,True,
7be3e513a31f6570,2023-06-03,7aa3d6964eff4877,Alex Caceres,361d49960a196976,Daniel Pineda,27,11,development,True,
84f60cb00b8d4187,2023-06-03,b67d6bacc68d4c92,Daniel Santos,f6bcbd91b114ff58,Johnny Munoz,2,4,development,True,
913d8a35095591d5,2023-06-03,c96d9178c9ed9e62,Tim Elliott,dc7927cd622676a7,Victor Altamirano,17,3,development,True,
99808befeece3a8a,2023-06-03,53c943c873cffe90,Philipe Lins,950d0ef5c17157c5,Maxim Grishin,4,4,development,True,
a122968e96068800,2023-06-03,029e1293e609fd74,Abubakar Nurmagomedov,8adcbd525fab8d9b,Elizeu Zaleski dos Santos,3,12,development,True,
d7ae0993c7a378ee,2023-06-03,853eb0dd5c0e2149,Kai Kara-France,6d35bf94f7d30241,Amir Albazi,10,4,development,True,
dfc62aa72446e4a8,2023-06-03,ac7c765882f2c68c,Elise Reed,d05cb1e8d1b885d8,Jinh Yu Frey,5,6,development,True,
1676c64a94be0557,2023-06-10,d7e40dca3ae125be,Diana Belbita,37d752ec41ed84bb,Maria Oliveira,4,3,development,True,
40e8bf8ce508c436,2023-06-10,07225ba28ae309b6,Charles Oliveira,08af939f41b5a57b,Beneil Dariush,31,21,development,True,
46c67efd68a0b15d,2023-06-10,82a5152216251682,Dan Ige,583ee11abddfc581,Nate Landwehr,13,6,development,True,
47a5d4bb68352055,2023-06-10,f29a6350c69f4a33,Miranda Maverick,a9e260472d321361,Jasmine Jasudavicius,6,3,development,True,
5311298f79414125,2023-06-10,8e9eb3fc86db0f7d,Marc-Andre Barriault,cad24459b28592ca,Eryk Anders,10,15,development,True,
69bc7ca8ce831731,2023-06-10,80fa8218c99f9c58,Amanda Nunes,578ef12674df1e6a,Irene Aldana,17,11,development,True,
e24b65cd8721349a,2023-06-10,24656ef4d605c96f,Aiemann Zahabi,7d420039bbfe7c1a,Aoriqileng,5,4,development,True,
e9d5ffcacf7d8757,2023-06-10,dd6103dd7127db1d,Mike Malott,a01a62132460a98d,Adam Fugitt,2,2,development,True,
175d9e1ac0725145,2023-06-17,7acbb0972e75281a,Marvin Vettori,13a0275fa13c4d26,Jared Cannonier,14,15,development,True,
6c2199524d762b11,2023-06-17,eae48ff31db420c2,Arman Tsarukyan,ae7fe94f117f98cf,Joaquim Silva,8,8,development,True,
8794031c523bf534,2023-06-17,56f7d7ee06be4aab,Zac Pauga,476fe566d2df676e,Modestas Bukauskas,2,5,development,True,
07cb64236ae7aaea,2023-06-24,beecb672a279223e,Amanda Ribas,6a740daf1b279661,Maycee Barber,8,9,development,True,
42922bab8a3e1828,2023-06-24,c6aee362c7a7d482,Randy Brown,4dcfb28c011c11b2,Wellington Turman,15,7,development,True,
9124740fe7816d70,2023-06-24,2f181c0467965b98,Brendan Allen,12ebd7d157e91701,Bruno Silva,11,6,development,True,
c22de92b9d9030dc,2023-06-24,d25240135aee03e5,Tabatha Ricci,38c7f72747f4f712,Gillian Robertson,4,14,development,True,
c3ef3cb03edde8bb,2023-06-24,fba03cd6cc28dc41,Josh Emmett,54f64b5e283b0ce7,Ilia Topuria,12,5,development,True,
ced01368259428f5,2023-06-24,84b3e7d38f2d2ec5,Neil Magny,8e382b585a92affe,Phil Rowe,29,4,development,True,
0548a24a9bf8d7a0,2023-07-01,b0d6a1d8ac3d563d,Max Griffin,c32aeb1a59e6272d,Michael Morales,14,2,development,True,
4dc5a41f357a7d85,2023-07-01,135d124172a0bea3,Damir Ismagulov,99bd51917728c25d,Grant Dawson,6,8,development,True,
ea29714dcfb07ce2,2023-07-01,6551c64fbcd1a467,Ariane da Silva,a4a80dd7336ffd59,Melissa Gatto,9,3,development,True,
3624f4ae9c1d703e,2023-07-15,d9a56ecb6e94f02e,Evan Elder,cda1099995b46cc2,Genaro Valdez,2,2,development,True,
6adfe44b110c1510,2023-07-15,6b7c7460855dbbb9,Albert Duraev,285ae0b4a68221f4,JunYong Park,3,8,development,True,
8362b372adb2f302,2023-07-15,7832f2f62f04178f,Tucker Lutz,a52bc1e62cf0b7c6,Melsik Baghdasaryan,3,3,development,True,
319b96f615a0a154,2023-07-22,32c355b04fc57f3a,Marc Diakiese,58bbef3770bb2dfc,Joel Alvarez,13,6,development,True,
3c4305abc2e302d0,2023-07-22,396fe87b84ac2e1c,Lerone Murphy,6751eacd16bd59bc,Josh Culibao,5,5,development,True,
743a04674ab72ee0,2023-07-22,51018a31ddf31eb2,Molly McCann,a78a87d8c2bbb1cb,Julija Stoliarenko,10,6,development,True,
8104fe27bdc46914,2023-07-22,eabf206b162b3b83,Paul Craig,886264a0c9f4ea5e,Andre Muniz,15,6,development,True,
8b341eb556c97c23,2023-07-22,ea7e5bc78d9de658,Makhmud Muradov,a331233f597090a5,Bryan Barberena,5,17,development,True,
90e46589a18064bc,2023-07-22,399afbabc02376b5,Tom Aspinall,c9cf753cfdf77fc2,Marcin Tybura,6,17,development,True,
9541cf21e031354c,2023-07-22,329e403448756217,Nathaniel Wood,8fd808923cffff82,Andre Fili,8,19,development,True,
a0bc695b35f155f1,2023-07-22,b9706f80d005036c,Ketlen Vieira,91dac5e69e28d5b5,Pannie Kianzad,10,8,development,True,
c4caa8a4f32a0eed,2023-07-22,4c88a1db5a46c6a4,Jai Herbert,1e4f273069fb9e85,Fares Ziam,6,5,development,True,
5116f9398bfca446,2023-07-29,9d83f6da776ff7d6,Roman Kopylov,972c456ff38b2015,Claudio Ribeiro,4,2,development,True,
800a35b3a7e52308,2023-07-29,99df7d0a2a08a8a8,Jan Blachowicz,e5549c82bfb5582d,Alex Pereira,19,5,development,True,
c27e33ee8ef53866,2023-07-29,029eaff01e6bb8f0,Dustin Poirier,9e8f6c728eb01124,Justin Gaethje,28,11,development,True,
cbf1e76186a0c8b3,2023-07-29,c58f51dedb310998,Michael Chiesa,3a46b268013afede,Kevin Holland,17,18,development,True,
eff6ec2b2f1fb27b,2023-07-29,d3df1add9d9a7efb,Derrick Lewis,ab943cd2c3c17825,Marcos Rogerio de Lima,26,16,development,True,
f1eca70738ca073e,2023-07-29,22a92d7f62195791,Tony Ferguson,887961364be5ceb3,King Green,21,21,development,True,
2c0496a5f39ab8a4,2023-08-05,04c8b08b16a5b99e,Tanner Boser,c2a670b22d2e196f,Aleksa Camur,9,3,development,True,
2c54be25b09fce50,2023-08-05,e4277e87a789d687,Dustin Jacoby,8667caa0451d245b,Kennedy Nzechukwu,11,9,development,True,
531ce3d8011fa1f6,2023-08-05,e4a47b07044ddd72,Ignacio Bahamondes,5b86d491d63890c5,Ludovit Klein,4,6,development,True,
554163b1c8c05522,2023-08-05,65f09bacd3957381,Cory Sandhagen,05339613bf8e9808,Rob Font,12,15,development,True,
bda7992779a005fa,2023-08-05,d66a46de8d705353,Jeremiah Wells,a53d30163304aa6e,Carlston Harris,4,4,development,True,
e5cb9dfc1189d77d,2023-08-05,60425d07ef4b91a7,Kyler Phillips,b9f28e7045fdfce7,Raoni Barcelos,5,9,development,True,
ec2358459ffbe7de,2023-08-05,6a1901c62ab3870f,Jessica Andrade,b08012bbe542592a,Tatiana Suarez,24,6,development,True,
1b1fd32485861655,2023-08-12,d247691a6c0e9034,Cub Swanson,2c9d00968f818270,Hakeem Dawodu,22,9,development,True,
560a971c6ab8b854,2023-08-12,009c4420727149ea,AJ Dobson,6aae253467e8f9ce,Tafon Nchukwi,2,5,development,True,
9576d9cba5cf5c4e,2023-08-12,809bd1a871491508,Terrance McKinney,d80ee110748171ac,Mike Breeden,6,2,development,True,
9a9479663bedf8b4,2023-08-12,ca43de99b07b6b40,Josh Fremd,830f60497fab345a,Jamie Pickett,3,7,development,True,
c2f730cb33df5221,2023-08-12,9673a497a9da119a,Polyana Viana,abcf2cc6efc42031,Iasmin Lucindo,8,2,development,True,
c57a4810c932b296,2023-08-12,749f572d1d3161fb,Khalil Rountree Jr.,d0aaedcf7ccd0b45,Chris Daukaus,13,7,development,True,
d5929b7fbc801ce4,2023-08-12,b5da8f7d05e85a55,Josh Parisian,8eb046f83e82bf26,Martin Buday,5,3,development,True,
e346f2b7af63e804,2023-08-12,6d4b63c767106d3a,Vicente Luque,6a2f7c151031653d,Rafael Dos Anjos,19,33,development,True,
1a95cc401f68f4c8,2023-08-19,3a8176e15b9887c1,Chris Weidman,0c6d9ea8306c029e,Brad Tavares,17,22,development,True,
621e6f0929a3dbfc,2023-08-19,7c7332319c14094c,Marlon Vera,6bd02119599741a4,Pedro Munhoz,21,19,development,True,
62d53ad8f8769666,2023-08-19,a7151778b3381036,Kurt Holobaugh,d2cd7a69cc55e7ed,Austin Hubbard,4,7,development,True,
78d2c01dc963f204,2023-08-19,84b3e7d38f2d2ec5,Neil Magny,442c9011034ae1fd,Ian Machado Garry,30,5,development,True,
845e38dfbfea6e53,2023-08-19,1ebe20ebbfa15e29,Zhang Weili,3df5493bb279226f,Amanda Lemos,9,9,development,True,
e9754f597ec50f6f,2023-08-19,7b433309b0fd12aa,Brad Katona,700a674c042b7a96,Cody Gibson,4,4,development,True,
ee796ecb4ee8680b,2023-08-19,cb696ebfb6598724,Aljamain Sterling,b50a426a33da0012,Sean O'Malley,18,10,development,True,
f995ed679ef8bdf4,2023-08-19,d1c65d2cf2925ddd,Gregory Rodrigues,0112352cb32f5026,Denis Tiuliulin,6,3,development,True,
fd4d30036a3f3efb,2023-08-19,da22387a0407a2dc,Da'Mon Blackshear,bc711b6dd95c1af6,Mario Bautista,4,8,development,True,
23865dfc8361ac62,2023-08-26,ec0dcceace7d25a3,Liang Na,6fd953151d981979,JJ Aldrich,2,12,development,True,
293c5f4c9aca5c54,2023-08-26,c68c68efaa5ca6ef,Chidi Njokuani,0d65c432720accb9,Michal Oleksiejczuk,4,11,development,True,
5531317352862978,2023-08-26,669970f7feba8ecd,Erin Blanchfield,f7467152fd9f18a2,Taila Santos,5,6,development,True,
96704d7ba3a452d9,2023-08-26,150ff4cc642270b9,Max Holloway,c451d67c09c55418,Chan Sung Jung,27,11,development,True,
bfc9989751bd0d04,2023-08-26,fc08099550072fe4,Waldo Cortes-Acosta,0c25d0a5e8cdbf19,Lukasz Brzeski,3,2,development,True,
c53b0f678fe2f16a,2023-08-26,d4c9dcd330403612,Anthony Smith,a67f5afa8d6a1b80,Ryan Spann,19,10,development,True,
dd617f6ab4916ec4,2023-08-26,9560ff14eb3129f7,Giga Chikadze,7aa3d6964eff4877,Alex Caceres,8,28,development,True,
1be27d95bba03f17,2023-09-02,1497e735d9f2560a,Ange Loosa,f748267c4ab6c127,Rhys McKee,2,2,development,True,
4eaf54ad3c82b6fa,2023-09-02,34ff304266360297,Manon Fiorot,47b63240018d5d86,Rose Namajunas,5,13,development,True,
dfa8fd0b82b37fa1,2023-09-02,c2299ec916bc7c56,Benoit Saint Denis,d945aae53e3e54e6,Thiago Moises,4,10,development,True,
ea006bae605e2a6b,2023-09-02,787bb1f087ccff8a,Ciryl Gane,e2f6b2769aaedd6c,Serghei Spivac,10,10,development,True,
0aae15358d8606b9,2023-09-09,af9f42e6894047fc,Jamie Mullarkey,c21a036b4e012f1c,John Makdessi,8,19,development,True,
3e1c27f17433f9e4,2023-09-09,49e96ff8ab781589,Tyson Pedro,82529ce93cd9a2cf,Anton Turkalj,9,2,development,True,
7f16e7725245bb2d,2023-09-09,1338e2c7480bdf9e,Israel Adesanya,0d8011111be000b2,Sean Strickland,15,19,development,True,
a3d75cc363a6544b,2023-09-09,9014c02eff8b3d62,Carlos Ulberg,74f9448b97bf8bec,Da Woon Jung,5,7,development,True,
e4ed294e16e16d81,2023-09-09,c62fbc117d57b943,Tai Tuivasa,279566840aa55bf2,Alexander Volkov,13,14,development,True,
2e1435c160bfe8b2,2023-09-16,4148802ae4a50768,Daniel Zellhuber,de45aaae23dfa392,Christos Giagos,2,12,development,True,
697efaf0d162e877,2023-09-16,3a46b268013afede,Kevin Holland,6b453bc35a823c3f,Jack Della Maddalena,19,5,development,True,
79f03eca3fe5cdb3,2023-09-16,8e5d953bdb9ae5e7,Loopy Godinez,ac7c765882f2c68c,Elise Reed,8,6,development,True,
7a0813ec0fadc84e,2023-09-16,9d83f6da776ff7d6,Roman Kopylov,ca43de99b07b6b40,Josh Fremd,5,4,development,True,
